2 ; 1 ; 9.6e-06
4 ; 1 ; 8.3e-06
8 ; 1 ; 8.6e-06
16 ; 1 ; 8.9e-06
32 ; 1 ; 9.05e-06
64 ; 1 ; 9e-06
128 ; 1 ; 9.8e-06
256 ; 1 ; 1.085e-05
512 ; 1 ; 1.285e-05
1024 ; 1 ; 1.77e-05
2048 ; 1 ; 2.655e-05
4096 ; 1 ; 4.345e-05
8192 ; 1 ; 7.9e-05
16384 ; 1 ; 0.0001529
32768 ; 1 ; 0.00029815
65536 ; 1 ; 0.000584
131072 ; 1 ; 0.00115475
262144 ; 1 ; 0.00232215
524288 ; 1 ; 0.0045979
1048576 ; 1 ; 0.00922655
2097152 ; 1 ; 0.0184962
4194304 ; 1 ; 0.03846885
2 ; 2 ; 6.435e-05
4 ; 2 ; 6.165e-05
8 ; 2 ; 6.2e-05
16 ; 2 ; 6.4e-05
32 ; 2 ; 7.935e-05
64 ; 2 ; 0.00010925
128 ; 2 ; 6.375e-05
256 ; 2 ; 6.11e-05
512 ; 2 ; 6.295e-05
1024 ; 2 ; 6.89e-05
2048 ; 2 ; 7.325e-05
4096 ; 2 ; 9.3e-05
8192 ; 2 ; 0.000106
16384 ; 2 ; 0.000135
32768 ; 2 ; 0.00022445
65536 ; 2 ; 0.00036585
131072 ; 2 ; 0.0006572
262144 ; 2 ; 0.0012474
524288 ; 2 ; 0.0024691
1048576 ; 2 ; 0.00488995
2097152 ; 2 ; 0.0116165
4194304 ; 2 ; 0.01979065
2 ; 4 ; 0.0016603
4 ; 4 ; 0.0004172
8 ; 4 ; 0.00020175
16 ; 4 ; 0.00103925
32 ; 4 ; 0.00078455
64 ; 4 ; 0.00044805
128 ; 4 ; 0.0007047
256 ; 4 ; 0.0002746
512 ; 4 ; 0.00149765
1024 ; 4 ; 0.0001244
2048 ; 4 ; 0.00491995
4096 ; 4 ; 0.00075915
8192 ; 4 ; 0.00042105
16384 ; 4 ; 0.0002728
32768 ; 4 ; 0.00028695
65536 ; 4 ; 0.00047465
131072 ; 4 ; 0.00064605
262144 ; 4 ; 0.00140725
524288 ; 4 ; 0.00682575
1048576 ; 4 ; 0.0055626
2097152 ; 4 ; 0.01022505
4194304 ; 4 ; 0.0230467
2 ; 8 ; 0.0035827
4 ; 8 ; 0.00501115
8 ; 8 ; 0.00436095
16 ; 8 ; 0.0042828
32 ; 8 ; 0.00378695
64 ; 8 ; 0.0042267
128 ; 8 ; 0.00438255
256 ; 8 ; 0.00391825
512 ; 8 ; 0.0039766
1024 ; 8 ; 0.00473445
2048 ; 8 ; 0.0046447
4096 ; 8 ; 0.0040016
8192 ; 8 ; 0.0044443
16384 ; 8 ; 0.00453425
32768 ; 8 ; 0.0053053
65536 ; 8 ; 0.00395475
131072 ; 8 ; 0.00614345
262144 ; 8 ; 0.0056953
524288 ; 8 ; 0.0074001
1048576 ; 8 ; 0.0094572
2097152 ; 8 ; 0.0138607
4194304 ; 8 ; 0.02195035
2 ; 16 ; 0.00582265
4 ; 16 ; 0.0052036
8 ; 16 ; 0.0050653
16 ; 16 ; 0.00569335
32 ; 16 ; 0.00509015
64 ; 16 ; 0.00491585
128 ; 16 ; 0.0055157
256 ; 16 ; 0.0052315
512 ; 16 ; 0.00532055
1024 ; 16 ; 0.00547455
2048 ; 16 ; 0.00509425
4096 ; 16 ; 0.00607715
8192 ; 16 ; 0.0067904
16384 ; 16 ; 0.00694265
32768 ; 16 ; 0.0057797
65536 ; 16 ; 0.00617405
131072 ; 16 ; 0.0061198
262144 ; 16 ; 0.0080931
524288 ; 16 ; 0.00830165
1048576 ; 16 ; 0.01079905
2097152 ; 16 ; 0.0155798
4194304 ; 16 ; 0.02473865
